0.000000000000000000e+00,2.6
5.000000000000000000e-01,12.3
1.000000000000000000e+00,34.6
1.500000000000000000e+00,61.8
2.000000000000000000e+00,86.7
2.500000000000000000e+00,105
3.000000000000000000e+00,113
3.100000000000000089e+00,113.3
3.500000000000000000e+00,111.3
