[Graph\ Configuration]
Version=1
NrCurves=3
FFTNrCurves=0
Title=
XAxisLabel=Time / s
YAxisLabel=Current Position of axis1
Y2AxisLabel=Target Position of axis1
SameScaleXY=0
XAxisLinear=1
YAxisLinear=1
FFT=0
[Graph\ Configuration/Curve1]
CustomName=Current Position of axis1
XSliceArray=Current Position of axis1
XSliceName=Time
YSliceArray=Current Position of axis1
YSliceName=Current Position of axis1
[Graph\ Configuration/Curve1/style]
ColorRed=33
ColorGreen=67
ColorBlue=163
SolidPoint=1
LineType=100
PointSymbol=0
Width=2
Shown=1
Identify=1
Y2Axis=0
[Graph\ Configuration/Curve2]
CustomName=Target Position of axis1
XSliceArray=Current Position of axis1
XSliceName=Time
YSliceArray=Current Position of axis1
YSliceName=Target Position of axis1
[Graph\ Configuration/Curve2/style]
ColorRed=255
ColorGreen=154
ColorBlue=79
SolidPoint=1
LineType=100
PointSymbol=0
Width=2
Shown=1
Identify=1
Y2Axis=1
[Graph\ Configuration/Curve3]
CustomName=Open Loop Control of axis4
XSliceArray=Current Position of axis1
XSliceName=Time
YSliceArray=Current Position of axis1
YSliceName=Open Loop Control of axis4
[Graph\ Configuration/Curve3/style]
ColorRed=226
ColorGreen=0
ColorBlue=121
SolidPoint=1
LineType=100
PointSymbol=0
Width=2
Shown=1
Identify=1
Y2Axis=1
[GCS_ARRAY Current Position of axis1]
# VERSION = 1
# TYPE = 1
# SEPARATOR = 9
# DIM = 3
# SAMPLE_TIME = 0.0005
# NDATA = 18000
#
# NAME0 = Current Position of axis1
# NAME1 = Target Position of axis1
# NAME2 = Open Loop Control of axis4
#
# END_HEADER
97.48938	97.5	5
97.496552	97.481117	5
97.499786	97.462242	5
97.492554	97.443359	5
97.49411	97.424484	5
97.493378	97.405602	5
97.485794	97.386726	5
97.489731	97.367844	5
97.496841	97.348969	5
97.490601	97.330086	5
97.492416	97.311211	5
97.482803	97.292328	5
97.478806	97.273453	5
97.48114	97.25457	5
97.459534	97.235695	5
97.465042	97.216812	5
97.462418	97.197937	5
97.465622	97.179054	5
97.464096	97.160172	5
97.453796	97.141296	5
97.445709	97.122414	5
97.438141	97.103539	5
97.425049	97.084656	5
97.421173	97.065781	5
97.416031	97.046898	5
97.409073	97.028023	5
97.404083	97.00914	5
97.394836	96.990265	5
97.396423	96.971382	5
97.378281	96.952507	5
97.367783	96.933624	5
97.366684	96.914749	5
97.34726	96.895866	5
97.327789	96.876984	5
97.324265	96.858109	5
97.321487	96.839226	5
97.307343	96.820351	5
97.285263	96.801468	5
97.271942	96.782593	5
97.257446	96.76371	5
97.255753	96.744835	5
97.245529	96.725952	5
97.214905	96.707077	5
97.215637	96.688194	5
97.211166	96.669319	5
97.179596	96.650436	5
97.166046	96.631561	5
97.157745	96.612679	5
97.138062	96.593803	5
97.129181	96.574921	5
97.123444	96.556038	5
97.11171	96.537163	5
97.09227	96.51828	5
97.086487	96.499405	5
97.054672	96.480522	5
97.038544	96.461647	5
97.028534	96.442764	5
97.018967	96.423889	5
97.003555	96.405006	5
96.98175	96.386131	5
96.968384	96.367249	5
96.949005	96.348373	5
96.92804	96.329491	5
96.911713	96.310616	5
96.888397	96.291733	5
96.884209	96.27285	5
96.866966	96.253975	5
96.844147	96.235092	5
96.837318	96.216217	5
96.815071	96.197334	5
96.798096	96.178459	5
96.782578	96.159576	5
96.767799	96.140701	5
96.757355	96.121819	5
96.731026	96.102943	5
96.714005	96.084061	5
96.689941	96.065186	5
96.673264	96.046303	5
96.665962	96.027428	5
96.638245	96.008545	5
96.620399	95.98967	5
96.611443	95.970787	5
96.582565	95.951904	5
96.572556	95.933029	5
96.550919	95.914146	5
96.533417	95.895271	5
96.530731	95.876389	5
96.505211	95.857513	5
96.475159	95.838631	5
96.463402	95.819756	5
96.440697	95.800873	5
96.419449	95.781998	5
96.408493	95.763115	5
96.397461	95.74424	5
96.367813	95.725357	5
96.348297	95.706482	5
96.323242	95.687599	5
96.311211	95.668716	5
96.300873	95.649841	5
96.279053	95.630959	5
96.25412	95.612083	5
96.239227	95.593201	5
96.223022	95.574326	5
96.206741	95.555443	5
96.187286	95.536568	5
96.161301	95.517685	5
96.155228	95.49881	5
96.124786	95.479927	5
96.108215	95.461052	5
96.10289	95.442169	5
96.074356	95.423294	5
96.052338	95.404411	5
96.022034	95.385536	5
96.001617	95.366653	5
96.004539	95.347771	5
95.979324	95.328896	5
95.965195	95.310013	5
95.945282	95.291138	5
95.917496	95.272255	5
95.901291	95.25338	5
95.887848	95.234497	5
95.865074	95.215622	5
95.83783	95.196739	5
95.822113	95.177864	5
95.805252	95.158981	5
95.781372	95.140106	5
95.759621	95.121223	5
95.752563	95.102348	5
95.734146	95.083466	5
95.710602	95.06459	5
95.694183	95.045708	5
95.666275	95.026825	5
95.645309	95.00795	5
95.627808	94.989067	5
95.617889	94.970192	5
95.58905	94.951309	5
95.563835	94.932434	5
95.557144	94.913551	5
95.529114	94.894676	5
95.510071	94.875793	5
95.491356	94.856918	5
95.479324	94.838036	5
95.449005	94.81916	5
95.443726	94.800278	5
95.426407	94.781403	5
95.40004	94.76252	5
95.376671	94.743637	5
95.347748	94.724762	5
95.341904	94.705879	5
95.323341	94.687004	5
95.299294	94.668121	5
95.282745	94.649246	5
95.27121	94.630363	5
95.246552	94.611488	5
95.221802	94.592606	5
95.20929	94.57373	5
95.193291	94.554848	5
95.174393	94.535973	5
95.153809	94.51709	5
95.136307	94.498215	5
95.107697	94.479332	5
95.083725	94.460449	5
95.070282	94.441574	5
95.056168	94.422691	5
95.039551	94.403816	5
95.006889	94.384933	5
94.984879	94.366058	5
94.975723	94.347176	5
94.951263	94.3283	5
94.933594	94.309418	5
94.905411	94.290543	5
94.892609	94.27166	5
94.879379	94.252785	5
94.850021	94.233902	5
94.834564	94.215027	5
94.828995	94.196144	5
94.803322	94.177269	5
94.774719	94.158386	5
94.765968	94.139503	5
94.743324	94.120628	5
94.718994	94.101746	5
94.704529	94.08287	5
94.678284	94.063988	5
94.670876	94.045113	5
94.647598	94.02623	5
94.634789	94.007355	5
94.608765	93.988472	5
94.589844	93.969597	5
94.561195	93.950714	5
94.541977	93.931839	5
94.533401	93.912956	5
94.497635	93.894081	5
94.488365	93.875198	5
94.480713	93.856323	5
94.449188	93.83744	5
94.421066	93.818558	5
94.412544	93.799683	5
94.401138	93.7808	5
94.369385	93.761925	5
94.345009	93.743042	5
94.333405	93.724167	5
94.318085	93.705284	5
94.294876	93.686409	5
94.283043	93.667526	5
94.261047	93.648651	5
94.238983	93.629768	5
94.224533	93.610893	5
94.203674	93.59201	5
94.175751	93.573135	5
94.17157	93.554253	5
94.141357	93.53537	5
94.129005	93.516495	5
94.118149	93.497612	5
94.086136	93.478737	5
94.073593	93.459854	5
94.055038	93.440979	5
94.034492	93.422096	5
94.015564	93.403221	5
93.990883	93.384338	5
93.975372	93.365463	5
93.946426	93.346581	5
93.936813	93.327705	5
93.915756	93.308823	5
93.892822	93.289948	5
93.878342	93.271065	5
93.854034	93.252182	5
93.832123	93.233307	5
93.816933	93.214424	5
93.799622	93.195549	5
93.779419	93.176666	5
93.760719	93.157791	5
93.746338	93.138908	5
93.723984	93.120033	5
93.717941	93.101151	5
93.680618	93.082275	5
93.658089	93.063393	5
93.641815	93.044518	5
93.626328	93.025635	5
93.606911	93.00676	5
93.589622	92.987877	5
93.57196	92.969002	5
93.54631	92.950119	5
93.52066	92.931244	5
93.505646	92.912361	5
93.489166	92.893478	5
93.466522	92.874603	5
93.439865	92.855721	5
93.426193	92.836845	5
93.409561	92.817963	5
93.388481	92.799088	5
93.37455	92.780205	5
93.361366	92.76133	5
93.337708	92.742447	5
93.319885	92.723572	5
93.300758	92.704689	5
93.277908	92.685814	5
93.261032	92.666931	5
93.237701	92.648056	5
93.211731	92.629173	5
93.199371	92.610291	5
93.170235	92.591415	5
93.160988	92.572533	5
93.126808	92.553658	5
93.115875	92.534775	5
93.103798	92.5159	5
93.088142	92.497017	5
93.061264	92.478142	5
93.036011	92.459259	5
93.029907	92.440384	5
93.011673	92.421501	5
92.984726	92.402626	5
92.969635	92.383743	5
92.957474	92.364868	5
92.939301	92.345985	5
92.913208	92.327103	5
92.903656	92.308228	5
92.878067	92.289345	5
92.854874	92.27047	5
92.841522	92.251587	5
92.825134	92.232712	5
92.803612	92.213829	5
92.77742	92.194954	5
92.757133	92.176071	5
92.743164	92.157196	5
92.726639	92.138313	5
92.704834	92.119438	5
92.680542	92.100555	5
92.663422	92.08168	5
92.646835	92.062798	5
